"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"강북노인복지센터","A4604","(노인) 재가노인복지시설","재가노인복지시설","자치구","박용권","1130500000","강북구","서울특별시 강북구 도봉로67길 48-6(미아동)"
"한마음노인전문요양원","A4615","(노인) 노인요양시설","노인의료복지시설","자치구","이은점","1150000000","강서구","서울특별시 강서구 초록마을로14길 44 (화곡동)"
"붓다마을","A4746","(노인) 노인요양시설","노인의료복지시설","자치구","강차남","1138000000","은평구","서울특별시 은평구 연서로48길 41 (진관동)"
"참사랑노인요양센터","A4783","(노인) 재가노인복지시설","재가노인복지시설","자치구","고정숙","1130500000","강북구","서울특별시 강북구 오현로 326층 (청우빌딩 미아동)"
"민영요양센터","A4788","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김표남","1130500000","강북구","서울특별시 강북구 삼양로 184미아동 유유빌딩5층"
"역삼노인복지센터","A4790","(노인) 노인복지관(소규모)","노인여가복지시설","자치구","오지영","1168000000","강남구","서울특별시 강남구 도곡로27길 27"
"아차산노인복지센터","A4801","(노인) 재가노인복지시설","재가노인복지시설","자치구","박정섭","1121500000","광진구","서울특별시 광진구 긴고랑로 164 (중곡동)"
"수실버간호센터","A4841","(노인) 재가노인복지시설","재가노인복지시설","자치구","이천우","1171000000","송파구","서울특별시 송파구 성내천로 21234층"
"노원실버데이케어센터","A4848","(노인) 재가노인복지시설","재가노인복지시설","자치구","이수남","1135000000","노원구","서울특별시 노원구 동일로 1097(공릉 1동)"
"시립강북노인종합복지관병설강북노인주간보호센터","A4874","(노인) 재가노인복지시설","재가노인복지시설","자치구","김민숙","1130500000","강북구","서울특별시 강북구 삼양로92길 40 (수유동)"
"구립 역삼노인요양센터","A4918","(노인) 노인요양시설","노인의료복지시설","자치구","임상백","1168000000","강남구","서울특별시 강남구 도곡로27길 27 (역삼동)"
"구립서대문데이케어센터","A4930","(노인) 재가노인복지시설","재가노인복지시설","자치구","김희철","1141000000","서대문구","서울특별시 서대문구 홍지문2길 59-0(홍은동)"
"신목동노인복지센터","A4937","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정진화","1147000000","양천구","서울특별시 양천구 중앙로 291대지빌딩 5층"
"서초구립중앙노인종합복지관","A4947","(노인) 노인복지관","노인여가복지시설","자치구","박준기","1165000000","서초구","서울특별시 서초구 서초대로54길 45"
"로뎀노인요양공동생활가정","A4962","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정희선","1126000000","중랑구","서울특별시 중랑구 동일로169길 40 "
"신목행복자리데이케어센터","A4963","(노인) 재가노인복지시설","재가노인복지시설","자치구","김광제","1147000000","양천구","서울특별시 양천구 신목로 10별관 1층"
"진각노인요양센터","A4976","(노인) 노인요양시설","노인의료복지시설","자치구","김상민","1129000000","성북구","서울특별시 성북구 화랑로13길 17진각노인요양센터 (하월곡동)"
"시온노인요양원","A4997","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이수빈","1138000000","은평구","서울특별시 은평구 갈현로 270 인송빌딩  4층인송빌딩 4층"
"구립역삼데이케어센터","A5002","(노인) 재가노인복지시설","재가노인복지시설","자치구","임상백","1168000000","강남구","서울특별시 강남구 도곡로27길 27(역삼동)"
"우리모두재가노인지원센터","A5003","(노인) 재가노인복지시설","재가노인복지시설","자치구","권양희","1111000000","종로구","서울특별시 종로구 지봉로12나길 1-0B02"
"열린재가노인지원서비스센터","A5012","(노인) 재가노인복지시설","재가노인복지시설","자치구","김창현","1121500000","광진구","서울특별시 광진구 용마산로 8금광빌딩 4층"
"명화데이케어센터","A5024","(노인) 재가노인복지시설","재가노인복지시설","자치구","정천모","1168000000","강남구","서울특별시 강남구 광평로51길 49-01층 명화데이케어센터"
"송파구방이복지관","A5039","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","김진숙","1171000000","송파구","서울특별시 송파구 오금로11길 68  "
"구립양천어르신요양센터","A5050","(노인) 노인요양시설","노인의료복지시설","자치구","민경욱","1147000000","양천구","서울특별시 양천구 신월로 26 (신정동)"
"구립양천데이케어센터","A5052","(노인) 재가노인복지시설","재가노인복지시설","자치구","민경욱","1147000000","양천구","서울특별시 양천구 신월로 26-026(신정동)"
"관악실버케어","A5072","(노인) 노인요양시설","노인의료복지시설","자치구","정윤성","1162000000","관악구","서울특별시 관악구 대학18길 34-7 (신림동)"
"종로데이케어센터","A5081","(노인) 재가노인복지시설","재가노인복지시설","자치구","이재원","1111000000","종로구","서울특별시 종로구 지봉로13길 82 (창신동)"
"미래요양원2","A5092","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김종래","1156000000","영등포구","서울특별시 영등포구 대림로 88재상빌딩 402호"
"해피안","A5098","(노인) 노인요양시설","노인의료복지시설","자치구","김해숙","1138000000","은평구","서울특별시 은평구 연서로15길 27-2(구산동)"
"서울시각장애인복지관","A5105","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","허경아","1171000000","송파구","서울특별시 송파구 삼학사로19길 27　"
"서울시립발달장애인복지관","A5108","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","최선자","1159000000","동작구","서울특별시 동작구 여의대방로20길 33-0395(보라매공원내)"
"영등포재가노인복지센터","A5114","(노인) 재가노인복지시설","재가노인복지시설","자치구","이문노","1156000000","영등포구","서울특별시 영등포구 대림로 884층 (대림동)"
"백마요양원","A5194","(노인) 노인요양시설","노인의료복지시설","자치구","김주희","1129000000","성북구","서울특별시 성북구 종암로18길 14 (종암동)"
"노원사랑요양원1","A5227","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","안경희","1135000000","노원구","서울특별시 노원구 동일로174길 44301호"
"본마을데이케어센터","A5234","(노인) 재가노인복지시설","재가노인복지시설","자치구","이정연","1165000000","서초구","서울특별시 서초구 본마을2길 2(신원동 446)"
"청음복지관","A5237","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","심계원","1168000000","강남구","서울특별시 강남구 봉은사로50길 6　"
"마포장애인종합복지관","A5241","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","김명규","1144000000","마포구","서울특별시 마포구 성산로4길 353층(마포장애인종합복지관)(성산동)"
"다운복지관","A5242","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","김인숙","1135000000","노원구","서울특별시 노원구 화랑로478"
"소망데이케어센터","A5249","(노인) 재가노인복지시설","재가노인복지시설","자치구","임창복","1153000000","구로구","서울특별시 구로구 서해안로 2295익준빌딩 4층"
"도봉실버데이케어센터","A5265","(노인) 재가노인복지시설","재가노인복지시설","자치구","문정민","1132000000","도봉구","서울특별시 도봉구 시루봉로 133(방학동)"
"도봉실버센터","A5266","(노인) 노인요양시설","노인의료복지시설","자치구","강병석","1132000000","도봉구","서울특별시 도봉구 시루봉로 133"
"강서구립봉제산데이케어센터","A5282","(노인) 재가노인복지시설","재가노인복지시설","자치구","서순애","1150000000","강서구","서울특별시 강서구 초록마을로15길 12"
"사단법인한국씨니어연합동작재가노인지원센터","A5440","(노인) 재가노인복지시설","재가노인복지시설","자치구","성미경","1159000000","동작구","서울특별시 동작구 동작대로7길 363층 (사당동)"
"굿모닝케어노인전문요양원","A5477","(노인) 노인요양시설","노인의료복지시설","자치구","신영식","1171000000","송파구","서울특별시 송파구 성내천로16길 17"
